Respondent_ID,Age_Group,City_Tier,Occupation,Monthly_Reading_Hours,Primary_Format,Reading_Motivation,Attention_Span,Aesthetic_Importance,Influence_Source,Design_Language,Comp_Tea_Coffee,Comp_Scented_Candle,Comp_Music,Comp_Snacks,Annotation_Style,Inv_Kindle,Inv_Reading_Light,Inv_Bookmarks,Inv_Scented_Candles,Inv_Planner,Favorite_Genre,Gifting_Frequency,Monthly_Lifestyle_Spend,Price_Threshold_Cheap,Price_Threshold_Expensive,Coffee_Benchmark,Customization_Premium,Eco_Importance,Material_Preference,AI_Trust,Subscription_Interest,Final_Intent
RESP_0504,25-34,Tier 1,Corporate,13,E-books/Kindle,Social Status,30-60m,4,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Sticky Tabs,1,0,0,1,1,Self-Help,7+,3661,662,2525,No,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_0505,18-24,Tier 1,Other,7,Hybrid,Social Status,<15m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,1,0,0,Sci-Fi,0,5700,569,2606,Yes,No,5,Metallic,No,Monthly Surprise Box,No
RESP_0506,18-24,Tier 3,Corporate,10,Physical Books,Social Status,<15m,4,Peer Recommendations,Traditional Indian/Ikat,1,1,0,1,Sticky Tabs,0,0,0,1,1,Self-Help,1-3,2504,335,1875,No,Yes,3,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_0507,35+,Tier 1,Creative/Freelancer,3,Physical Books,Digital Detox,<15m,3,Peer Recommendations,Minimalist/Modern,1,0,0,0,Dog-ear,0,1,1,0,0,Thriller/Mystery,1-3,8526,779,3011,Yes,No,3,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0508,25-34,Tier 3,Student,9,Physical Books,Escape/Relax,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,1,0,1,0,None,0,1,1,0,0,Self-Help,1-3,2101,564,1951,No,Yes,1,Metallic,No,Monthly Surprise Box,No
RESP_0509,35+,Tier 3,Student,3,Hybrid,Digital Detox,<15m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,1,Dog-ear,0,0,0,1,0,Mythology/History,4-6,2329,561,1974,No,Yes,1,Genuine Leather,No,One-time Purchase,Maybe
RESP_0510,18-24,Tier 2,Student,7,E-books/Kindle,Digital Detox,<15m,1,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Digital Notes,1,0,0,1,1,Sci-Fi,0,3362,527,2308,No,No,1,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0511,35+,Tier 3,Creative/Freelancer,12,Audiobooks,Learn/Grow,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,0,1,1,0,0,Romance,0,2362,571,2568,No,No,4,Recycled Wood,Yes,One-time Purchase,No
RESP_0512,35+,Tier 1,Student,6,Physical Books,Escape/Relax,15-30m,4,Peer Recommendations,Traditional Indian/Ikat,0,1,0,0,Sticky Tabs,0,1,1,1,1,Mythology/History,4-6,8361,651,2354,Yes,Yes,1,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0513,18-24,Tier 2,Student,9,E-books/Kindle,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,1,0,0,1,Digital Notes,1,0,0,1,1,Sci-Fi,0,7073,756,2414,Yes,Yes,5,Genuine Leather,Yes,One-time Purchase,No
RESP_0514,25-34,Tier 3,Creative/Freelancer,10,E-books/Kindle,Social Status,15-30m,3,Social Media/Influencers,Minimalist/Modern,0,1,1,0,Digital Notes,1,0,1,1,0,Self-Help,1-3,4471,428,2063,No,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_0515,25-34,Tier 1,Corporate,12,Physical Books,Digital Detox,15-30m,4,Peer Recommendations,Traditional Indian/Ikat,1,0,1,1,Dog-ear,0,0,1,0,1,Sci-Fi,1-3,5660,609,2759,Yes,Yes,3,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_0516,18-24,Tier 1,Corporate,12,E-books/Kindle,Digital Detox,15-30m,5,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,1,1,1,1,1,Sci-Fi,1-3,5164,586,2361,Yes,Yes,3,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_0517,18-24,Tier 1,Creative/Freelancer,11,Physical Books,Learn/Grow,1hr+,5,Bestseller Lists,Dark Academia/Vintage,1,0,1,0,Dog-ear,0,0,0,0,1,Self-Help,1-3,4771,547,2590,No,Yes,4,Genuine Leather,No,One-time Purchase,Maybe
RESP_0518,18-24,Tier 1,Student,11,E-books/Kindle,Learn/Grow,15-30m,1,Peer Recommendations,Minimalist/Modern,0,0,1,1,Digital Notes,1,1,0,0,1,Thriller/Mystery,7+,9826,849,3407,Yes,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_0519,35+,Tier 2,Corporate,9,Physical Books,Social Status,<15m,4,Social Media/Influencers,Dark Academia/Vintage,0,0,0,1,Dog-ear,0,1,1,0,1,Self-Help,4-6,3814,486,2387,No,Yes,2,Metallic,No,Monthly Surprise Box,Maybe
RESP_0520,35+,Tier 2,Corporate,6,Physical Books,Digital Detox,<15m,1,Peer Recommendations,Minimalist/Modern,0,1,1,1,Dog-ear,0,0,1,1,1,Romance,1-3,4775,667,2790,No,No,4,Recycled Wood,Yes,One-time Purchase,No
RESP_0521,35+,Tier 1,Corporate,5,Physical Books,Learn/Grow,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,Dog-ear,0,0,1,1,1,Romance,1-3,5881,712,2339,Yes,Yes,3,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_0522,25-34,Tier 2,Other,7,Hybrid,Learn/Grow,30-60m,4,Bestseller Lists,Traditional Indian/Ikat,1,0,0,0,None,1,0,0,0,0,Self-Help,1-3,6871,762,2589,Yes,Yes,4,Genuine Leather,No,One-time Purchase,Maybe
RESP_0523,18-24,Tier 2,Student,16,Physical Books,Escape/Relax,<15m,3,Bestseller Lists,Minimalist/Modern,0,0,1,0,Dog-ear,0,0,1,1,1,Thriller/Mystery,1-3,4403,668,2429,No,Yes,3,Genuine Leather,No,One-time Purchase,Yes
RESP_0524,18-24,Tier 1,Creative/Freelancer,9,Hybrid,Learn/Grow,1hr+,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Sticky Tabs,1,0,0,0,0,Thriller/Mystery,7+,8499,865,3240,Yes,Yes,4,Metallic,Yes,One-time Purchase,Maybe
RESP_0525,35+,Tier 3,Corporate,5,Physical Books,Social Status,1hr+,4,Social Media/Influencers,Dark Academia/Vintage,0,1,1,0,Sticky Tabs,0,0,1,1,1,Romance,7+,3723,471,2232,No,Yes,2,Metallic,No,Monthly Surprise Box,Maybe
RESP_0526,18-24,Tier 1,Corporate,10,Hybrid,Escape/Relax,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,1,0,Dog-ear,1,0,0,1,1,Romance,0,17356,1194,3658,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,No
RESP_0527,25-34,Tier 1,Corporate,6,Physical Books,Escape/Relax,30-60m,3,Peer Recommendations,Minimalist/Modern,1,0,0,0,None,0,0,0,1,1,Sci-Fi,1-3,150822,1029,3580,Yes,Yes,2,Handloom Fabric,No,One-time Purchase,No
RESP_0528,18-24,Tier 1,Corporate,7,Audiobooks,Escape/Relax,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,1,0,Dog-ear,1,1,0,1,1,Self-Help,0,8257,784,2648,Yes,Yes,2,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0529,25-34,Tier 1,Corporate,10,E-books/Kindle,Learn/Grow,15-30m,4,Bestseller Lists,Dark Academia/Vintage,0,0,0,0,Digital Notes,0,0,0,0,1,Romance,1-3,8010,830,2882,Yes,Yes,2,Recycled Wood,No,Monthly Surprise Box,No
RESP_0530,25-34,Tier 1,Corporate,10,Physical Books,Social Status,1hr+,3,Peer Recommendations,Minimalist/Modern,0,0,1,0,None,0,0,1,0,1,Romance,7+,11389,855,3452,Yes,No,1,Metallic,Yes,One-time Purchase,No
RESP_0531,18-24,Tier 1,Student,8,E-books/Kindle,Learn/Grow,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,1,0,0,0,Mythology/History,1-3,17304,1205,3626,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Maybe
RESP_0532,25-34,Tier 1,Student,4,Hybrid,Learn/Grow,30-60m,1,Peer Recommendations,Minimalist/Modern,1,1,0,0,None,1,0,1,1,0,Self-Help,1-3,10768,1031,3524,Yes,No,4,Genuine Leather,No,Monthly Surprise Box,No
RESP_0533,18-24,Tier 3,Student,9,Physical Books,Learn/Grow,<15m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,1,0,0,Thriller/Mystery,1-3,2968,527,2625,No,No,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0534,25-34,Tier 1,Student,5,Physical Books,Social Status,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,1,0,Sticky Tabs,0,1,1,1,0,Thriller/Mystery,1-3,5749,776,2607,Yes,Yes,1,Genuine Leather,No,One-time Purchase,Maybe
RESP_0535,35+,Tier 2,Student,7,Physical Books,Digital Detox,15-30m,3,Peer Recommendations,Minimalist/Modern,1,1,0,1,Sticky Tabs,0,1,1,1,0,Mythology/History,4-6,2973,573,2116,No,Yes,4,Recycled Wood,Yes,Monthly Surprise Box,Yes
RESP_0536,25-34,Tier 3,Creative/Freelancer,12,Physical Books,Learn/Grow,<15m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,0,0,1,1,0,Sci-Fi,7+,2593,608,2098,No,Yes,3,Genuine Leather,Yes,One-time Purchase,No
RESP_0537,25-34,Tier 2,Student,16,Hybrid,Digital Detox,<15m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,None,1,1,0,1,0,Thriller/Mystery,1-3,4881,690,2665,No,Yes,5,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_0538,25-34,Tier 3,Corporate,8,E-books/Kindle,Escape/Relax,1hr+,5,Social Media/Influencers,Traditional Indian/Ikat,0,1,1,0,Dog-ear,1,0,0,1,1,Romance,4-6,156588,574,2102,No,Yes,1,Genuine Leather,No,One-time Purchase,No
RESP_0539,25-34,Tier 1,Corporate,8,Hybrid,Digital Detox,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,1,0,1,Dog-ear,1,0,0,1,1,Mythology/History,4-6,13319,1040,3528,Yes,No,5,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0540,25-34,Tier 3,Student,13,E-books/Kindle,Digital Detox,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,0,1,Digital Notes,1,0,1,1,1,Thriller/Mystery,7+,4157,482,2235,No,Yes,1,Handloom Fabric,No,One-time Purchase,Yes
RESP_0541,18-24,Tier 3,Corporate,11,Physical Books,Learn/Grow,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,1,1,Digital Notes,0,0,1,1,1,Self-Help,4-6,1371,536,2555,No,Yes,5,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_0542,25-34,Tier 1,Creative/Freelancer,9,Physical Books,Escape/Relax,15-30m,3,Bestseller Lists,Minimalist/Modern,0,0,0,1,Sticky Tabs,0,0,1,1,0,Sci-Fi,7+,7263,760,3357,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0543,25-34,Tier 1,Student,100,Audiobooks,Learn/Grow,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,1,Sticky Tabs,0,0,0,0,0,Mythology/History,4-6,7005,723,3149,Yes,No,5,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0544,18-24,Tier 2,Student,10,Physical Books,Social Status,1hr+,5,Bestseller Lists,Traditional Indian/Ikat,1,1,0,0,Dog-ear,1,0,0,1,0,Thriller/Mystery,0,2712,511,1980,No,Yes,2,Metallic,Yes,One-time Purchase,Maybe
RESP_0545,18-24,Tier 2,Student,9,E-books/Kindle,Escape/Relax,1hr+,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,None,1,0,0,0,1,Mythology/History,1-3,4047,411,2275,No,Yes,1,Recycled Wood,No,One-time Purchase,No
RESP_0546,18-24,Tier 1,Other,9,E-books/Kindle,Escape/Relax,<15m,3,Social Media/Influencers,Minimalist/Modern,0,1,1,0,Dog-ear,1,0,1,1,0,Romance,1-3,6911,592,2578,Yes,Yes,1,Recycled Wood,No,One-time Purchase,Maybe
RESP_0547,25-34,Tier 3,Student,10,Audiobooks,Learn/Grow,15-30m,3,Peer Recommendations,Minimalist/Modern,0,0,0,0,Digital Notes,0,0,1,0,1,Thriller/Mystery,1-3,176475,465,2409,No,Yes,2,Metallic,Yes,Monthly Surprise Box,No
RESP_0548,25-34,Tier 1,Corporate,8,Hybrid,Digital Detox,<15m,4,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Sticky Tabs,1,0,0,1,1,Thriller/Mystery,1-3,7812,707,2272,Yes,Yes,3,Recycled Wood,Yes,Monthly Surprise Box,Yes
RESP_0549,25-34,Tier 2,Student,18,Physical Books,Learn/Grow,<15m,2,Bestseller Lists,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,0,1,1,1,Romance,1-3,9057,833,3114,Yes,No,4,Metallic,No,One-time Purchase,Maybe
RESP_0550,25-34,Tier 2,Corporate,15,E-books/Kindle,Digital Detox,1hr+,5,Social Media/Influencers,Traditional Indian/Ikat,1,0,0,0,Digital Notes,0,0,0,1,1,Self-Help,4-6,2209,316,1594,No,Yes,5,Metallic,No,One-time Purchase,Yes
RESP_0551,25-34,Tier 1,Student,13,Hybrid,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,1,1,Sticky Tabs,1,0,0,1,0,Sci-Fi,1-3,12567,1084,3365,Yes,No,1,Handloom Fabric,No,One-time Purchase,No
RESP_0552,25-34,Tier 1,Other,8,E-books/Kindle,Escape/Relax,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,0,1,0,0,Dog-ear,0,1,0,1,0,Self-Help,1-3,7867,728,2570,Yes,Yes,3,Metallic,Yes,One-time Purchase,Yes
RESP_0553,18-24,Tier 3,Corporate,9,Physical Books,Learn/Grow,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Digital Notes,0,0,1,1,1,Romance,1-3,3319,633,2562,No,Yes,2,Handloom Fabric,No,One-time Purchase,No
RESP_0554,18-24,Tier 1,Corporate,7,E-books/Kindle,Learn/Grow,30-60m,5,Social Media/Influencers,Traditional Indian/Ikat,1,1,1,0,Dog-ear,1,0,0,1,1,Romance,1-3,14326,1112,4023,Yes,Yes,5,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_0555,35+,Tier 1,Student,3,Physical Books,Social Status,15-30m,2,Bestseller Lists,Minimalist/Modern,0,0,0,0,Sticky Tabs,0,1,1,0,1,Thriller/Mystery,4-6,4861,694,2608,No,No,2,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0556,18-24,Tier 3,Corporate,8,E-books/Kindle,Social Status,<15m,2,Bestseller Lists,Minimalist/Modern,0,1,1,0,Digital Notes,1,0,0,1,1,Sci-Fi,7+,3619,388,1889,No,Yes,5,Metallic,Yes,One-time Purchase,Yes
RESP_0557,25-34,Tier 1,Student,9,Hybrid,Social Status,15-30m,3,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,1,1,0,0,0,Thriller/Mystery,1-3,8731,800,3226,Yes,No,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0558,18-24,Tier 3,Student,13,E-books/Kindle,Digital Detox,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,1,1,Sticky Tabs,1,0,0,0,0,Self-Help,1-3,2717,386,1465,No,No,3,Handloom Fabric,Yes,One-time Purchase,No
RESP_0559,35+,Tier 1,Corporate,6,Physical Books,Escape/Relax,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,0,0,1,0,1,Thriller/Mystery,7+,174460,1245,4518,Yes,Yes,2,Metallic,Yes,Monthly Surprise Box,No
RESP_0560,25-34,Tier 2,Creative/Freelancer,10,Physical Books,Learn/Grow,30-60m,4,Social Media/Influencers,Dark Academia/Vintage,1,1,0,0,Dog-ear,0,0,1,1,1,Sci-Fi,1-3,6090,743,3018,Yes,Yes,3,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0561,18-24,Tier 3,Creative/Freelancer,5,Hybrid,Social Status,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,0,0,0,0,0,Thriller/Mystery,4-6,2489,324,2090,No,Yes,5,Handloom Fabric,No,One-time Purchase,No
RESP_0562,18-24,Tier 1,Creative/Freelancer,6,E-books/Kindle,Escape/Relax,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,1,1,0,None,1,0,0,1,0,Thriller/Mystery,7+,5957,508,1929,Yes,Yes,1,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_0563,25-34,Tier 1,Creative/Freelancer,10,Hybrid,Digital Detox,30-60m,2,Peer Recommendations,Minimalist/Modern,0,1,0,0,Dog-ear,1,0,0,1,1,Self-Help,4-6,9295,740,2608,Yes,No,5,Metallic,Yes,Monthly Surprise Box,No
RESP_0564,18-24,Tier 3,Corporate,8,Physical Books,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,0,0,0,Sticky Tabs,0,0,1,0,1,Sci-Fi,7+,2123,434,2349,No,Yes,1,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0565,18-24,Tier 3,Student,9,E-books/Kindle,Escape/Relax,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,Sticky Tabs,1,0,1,0,1,Romance,1-3,6145,612,2831,Yes,No,5,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0566,25-34,Tier 3,Creative/Freelancer,7,E-books/Kindle,Social Status,<15m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,0,None,1,1,1,1,1,Romance,4-6,1620,340,1986,No,Yes,3,Metallic,No,Monthly Surprise Box,No
RESP_0567,35+,Tier 1,Creative/Freelancer,5,Audiobooks,Digital Detox,15-30m,3,Peer Recommendations,Minimalist/Modern,0,1,0,0,Sticky Tabs,0,0,1,1,0,Mythology/History,1-3,5354,677,2413,Yes,No,2,Handloom Fabric,Yes,One-time Purchase,No
RESP_0568,25-34,Tier 1,Student,20,Physical Books,Escape/Relax,30-60m,5,Peer Recommendations,Dark Academia/Vintage,1,0,1,0,None,1,0,1,0,0,Thriller/Mystery,0,9259,706,2766,Yes,Yes,2,Genuine Leather,No,One-time Purchase,Yes
RESP_0569,25-34,Tier 1,Corporate,7,Physical Books,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,1,0,1,Mythology/History,4-6,9522,776,3426,Yes,No,1,Recycled Wood,No,One-time Purchase,No
RESP_0570,25-34,Tier 1,Student,13,Physical Books,Escape/Relax,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Sticky Tabs,0,0,1,0,0,Self-Help,7+,15529,1268,4357,Yes,No,5,Metallic,No,One-time Purchase,No
RESP_0571,35+,Tier 2,Other,7,Physical Books,Digital Detox,30-60m,2,Bestseller Lists,Minimalist/Modern,0,1,0,0,Digital Notes,0,1,1,1,0,Mythology/History,1-3,3136,532,1919,No,No,2,Metallic,No,Monthly Surprise Box,No
RESP_0572,18-24,Tier 2,Corporate,8,E-books/Kindle,Escape/Relax,15-30m,5,Social Media/Influencers,Traditional Indian/Ikat,0,1,0,0,Sticky Tabs,1,0,0,1,1,Self-Help,0,10508,957,3831,Yes,Yes,3,Handloom Fabric,No,One-time Purchase,Yes
RESP_0573,18-24,Tier 1,Corporate,7,Audiobooks,Digital Detox,<15m,1,Peer Recommendations,Minimalist/Modern,0,1,1,0,Digital Notes,1,1,0,1,1,Sci-Fi,4-6,7703,624,2881,Yes,No,5,Recycled Wood,No,Monthly Surprise Box,No
RESP_0574,35+,Tier 3,Student,4,Hybrid,Escape/Relax,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,1,1,0,Dog-ear,1,0,0,1,1,Mythology/History,4-6,3225,612,2935,No,Yes,2,Metallic,Yes,Monthly Surprise Box,No
RESP_0575,18-24,Tier 3,Corporate,9,E-books/Kindle,Learn/Grow,30-60m,1,Social Media/Influencers,Minimalist/Modern,1,1,1,1,None,1,1,0,1,1,Self-Help,1-3,2126,420,2356,No,Yes,1,Genuine Leather,No,One-time Purchase,Maybe
RESP_0576,25-34,Tier 1,Other,7,E-books/Kindle,Social Status,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Digital Notes,1,0,0,0,0,Self-Help,1-3,11133,773,3215,Yes,Yes,2,Recycled Wood,No,One-time Purchase,Yes
RESP_0577,18-24,Tier 1,Student,8,Physical Books,Learn/Grow,<15m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,0,1,Digital Notes,0,0,1,1,1,Self-Help,4-6,11465,857,3517,Yes,Yes,1,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0578,25-34,Tier 1,Corporate,14,Physical Books,Escape/Relax,15-30m,5,Peer Recommendations,Dark Academia/Vintage,0,1,1,0,Digital Notes,1,0,1,1,1,Thriller/Mystery,4-6,4059,513,1909,No,Yes,4,Handloom Fabric,Yes,Monthly Surprise Box,Yes
RESP_0579,25-34,Tier 2,Corporate,8,E-books/Kindle,Digital Detox,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,1,1,0,1,1,Sci-Fi,0,5749,497,1942,Yes,No,1,Handloom Fabric,Yes,One-time Purchase,No
RESP_0580,25-34,Tier 3,Corporate,7,Hybrid,Social Status,<15m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,Dog-ear,1,0,1,1,1,Romance,4-6,3439,492,2060,No,Yes,5,Recycled Wood,Yes,Monthly Surprise Box,Yes
RESP_0581,25-34,Tier 1,Creative/Freelancer,9,Hybrid,Escape/Relax,15-30m,1,Bestseller Lists,Minimalist/Modern,1,1,1,1,Digital Notes,1,0,0,1,1,Sci-Fi,1-3,5093,673,2242,Yes,Yes,3,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_0582,18-24,Tier 1,Corporate,8,E-books/Kindle,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,1,1,1,Sticky Tabs,1,1,0,1,1,Sci-Fi,7+,9673,914,3480,Yes,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0583,18-24,Tier 1,Other,12,Hybrid,Digital Detox,15-30m,5,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Sticky Tabs,0,0,1,1,0,Thriller/Mystery,1-3,8198,796,3059,Yes,Yes,3,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0584,18-24,Tier 1,Student,5,Hybrid,Learn/Grow,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,0,0,1,1,None,1,1,1,0,1,Romance,0,6221,771,3411,Yes,Yes,2,Recycled Wood,No,One-time Purchase,Maybe
RESP_0585,25-34,Tier 1,Student,5,E-books/Kindle,Learn/Grow,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,1,Sticky Tabs,1,0,0,0,1,Mythology/History,1-3,7936,856,3151,Yes,Yes,4,Genuine Leather,No,Monthly Surprise Box,No
RESP_0586,18-24,Tier 1,Corporate,16,E-books/Kindle,Learn/Grow,15-30m,2,Peer Recommendations,Minimalist/Modern,1,1,1,1,Dog-ear,1,1,0,1,1,Mythology/History,1-3,4776,507,2414,No,Yes,3,Metallic,No,One-time Purchase,Maybe
RESP_0587,35+,Tier 1,Corporate,5,E-books/Kindle,Escape/Relax,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,0,0,None,1,0,1,0,1,Self-Help,4-6,6643,719,2920,Yes,Yes,4,Genuine Leather,No,One-time Purchase,Maybe
RESP_0588,18-24,Tier 1,Student,8,Hybrid,Escape/Relax,30-60m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,1,None,1,0,0,0,1,Self-Help,7+,14139,997,3770,Yes,No,3,Recycled Wood,No,One-time Purchase,No
RESP_0589,18-24,Tier 1,Student,5,Hybrid,Escape/Relax,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,1,0,0,1,1,Mythology/History,0,7083,716,2349,Yes,Yes,5,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_0590,25-34,Tier 1,Student,9,Physical Books,Digital Detox,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,1,0,0,1,Digital Notes,0,1,1,0,0,Romance,7+,10365,724,3167,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Maybe
RESP_0591,25-34,Tier 1,Corporate,15,E-books/Kindle,Social Status,<15m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,1,Dog-ear,1,1,0,0,1,Romance,4-6,8251,791,3408,Yes,No,1,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_0592,25-34,Tier 1,Creative/Freelancer,13,Physical Books,Social Status,15-30m,2,Bestseller Lists,Minimalist/Modern,0,0,0,1,Digital Notes,0,0,0,1,1,Thriller/Mystery,1-3,6213,578,2009,Yes,No,1,Genuine Leather,No,Monthly Surprise Box,No
RESP_0593,18-24,Tier 3,Other,12,Hybrid,Learn/Grow,30-60m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Digital Notes,1,1,1,1,0,Romance,1-3,2051,586,2485,No,Yes,2,Genuine Leather,No,One-time Purchase,No
RESP_0594,25-34,Tier 1,Student,19,E-books/Kindle,Learn/Grow,15-30m,5,Peer Recommendations,Dark Academia/Vintage,0,1,1,0,Sticky Tabs,1,1,0,1,1,Self-Help,1-3,8440,704,3194,Yes,Yes,3,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0595,18-24,Tier 3,Creative/Freelancer,9,Hybrid,Social Status,1hr+,1,Social Media/Influencers,Minimalist/Modern,0,0,0,0,None,1,1,0,1,1,Self-Help,1-3,8582,687,2481,Yes,No,5,Metallic,No,Monthly Surprise Box,No
RESP_0596,18-24,Tier 2,Student,13,Physical Books,Escape/Relax,1hr+,4,Bestseller Lists,Dark Academia/Vintage,1,1,1,1,Digital Notes,0,0,1,1,0,Romance,7+,9791,829,2738,Yes,Yes,4,Metallic,Yes,One-time Purchase,Yes
RESP_0597,25-34,Tier 1,Student,12,Audiobooks,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,0,1,1,0,Digital Notes,1,0,0,1,0,Romance,1-3,6218,561,2164,Yes,No,5,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0598,18-24,Tier 3,Corporate,17,Physical Books,Social Status,<15m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,1,Digital Notes,0,0,1,1,1,Self-Help,4-6,1832,505,2729,No,No,1,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0599,25-34,Tier 2,Student,12,Hybrid,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Sticky Tabs,1,0,1,1,0,Mythology/History,1-3,3259,575,2548,No,Yes,1,Recycled Wood,No,One-time Purchase,Maybe
RESP_0600,25-34,Tier 2,Student,10,E-books/Kindle,Digital Detox,30-60m,5,Bestseller Lists,Dark Academia/Vintage,1,1,0,0,Dog-ear,1,0,0,1,0,Mythology/History,1-3,4566,629,2285,No,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
